
> reservee-tn@0.1.0 dev
> next dev

▲ Next.js 16.2.3 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://169.254.5.162:3000
- Environments: .env.local
✓ Ready in 440ms

 GET / 200 in 796ms (next.js: 362ms, application-code: 433ms)
 GET /register 200 in 149ms (next.js: 2ms, application-code: 147ms)
 GET /register 200 in 208ms (next.js: 4ms, application-code: 203ms)
 GET /register 200 in 181ms (next.js: 3ms, application-code: 177ms)
 GET /register 200 in 181ms (next.js: 31ms, application-code: 150ms)
 GET /register 200 in 124ms (next.js: 4ms, application-code: 120ms)
 GET /register 200 in 88ms (next.js: 7ms, application-code: 81ms)
 GET /register 200 in 43ms (next.js: 4ms, application-code: 38ms)
 GET /manifest.webmanifest 200 in 54ms (next.js: 44ms, application-code: 9ms)
✓ Compiled in 174ms
 GET /api/businesses?scope=public&limit=200 200 in 308ms (next.js: 243ms, application-code: 65ms)
 GET /register 200 in 457ms (next.js: 116ms, application-code: 341ms)
 GET /register 200 in 200ms (next.js: 5ms, application-code: 194ms)
 GET /register 200 in 157ms (next.js: 4ms, application-code: 153ms)
 GET /register 200 in 187ms (next.js: 33ms, application-code: 154ms)
 GET /register 200 in 186ms (next.js: 78ms, application-code: 108ms)
 GET /register 200 in 187ms (next.js: 58ms, application-code: 128ms)
 GET /register 200 in 182ms (next.js: 6ms, application-code: 176ms)
 GET /register 200 in 149ms (next.js: 4ms, application-code: 144ms)
 GET /register 200 in 146ms (next.js: 3ms, application-code: 143ms)
 GET /register 200 in 147ms (next.js: 24ms, application-code: 123ms)
 GET /register 200 in 147ms (next.js: 44ms, application-code: 103ms)
 GET /register 200 in 180ms (next.js: 64ms, application-code: 116ms)
 GET /register 200 in 203ms (next.js: 4ms, application-code: 199ms)
 GET /register 200 in 173ms (next.js: 6ms, application-code: 167ms)
 GET /register 200 in 170ms (next.js: 5ms, application-code: 165ms)
 GET /register 200 in 169ms (next.js: 59ms, application-code: 110ms)
 GET /register 200 in 170ms (next.js: 30ms, application-code: 140ms)
 GET /register 200 in 144ms (next.js: 67ms, application-code: 77ms)
 GET /register 200 in 107ms (next.js: 4ms, application-code: 102ms)
 GET /register 200 in 71ms (next.js: 6ms, application-code: 65ms)
 GET /register 200 in 33ms (next.js: 3ms, application-code: 30ms)
 GET /manifest.webmanifest 200 in 23ms (next.js: 19ms, application-code: 4ms)
 GET /login 200 in 154ms (next.js: 108ms, application-code: 46ms)
 GET /manifest.webmanifest 200 in 9ms (next.js: 3ms, application-code: 6ms)
[verification-preview:email] login -> ah*****************@gm***.com: 549322
 POST /api/auth/login 200 in 183ms (next.js: 116ms, application-code: 67ms)
 POST /api/auth/login/verify 200 in 308ms (next.js: 290ms, application-code: 17ms)
 GET /api/businesses?scope=public&limit=200 200 in 398ms (next.js: 7ms, application-code: 391ms)
 GET /api/businesses?scope=owner 200 in 405ms (next.js: 10ms, application-code: 395ms)
 GET /api/bookings 200 in 420ms (next.js: 125ms, application-code: 295ms)
 GET /api/waitlist 200 in 458ms (next.js: 239ms, application-code: 219ms)
 GET /api/activity 200 in 463ms (next.js: 374ms, application-code: 89ms)
 GET /dashboard 200 in 652ms (next.js: 141ms, application-code: 510ms)
 GET /dashboard 200 in 68ms (next.js: 14ms, application-code: 54ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 4ms, application-code: 7ms)
 GET / 200 in 142ms (next.js: 80ms, application-code: 62ms)
 GET /manifest.webmanifest 200 in 8ms (next.js: 3ms, application-code: 6ms)
 POST /api/auth/logout 200 in 27ms (next.js: 22ms, application-code: 5ms)
 GET /api/businesses?scope=public&limit=200 200 in 54ms (next.js: 39ms, application-code: 15ms)
 GET / 200 in 86ms (next.js: 2ms, application-code: 84ms)
 GET / 200 in 57ms (next.js: 4ms, application-code: 53ms)
 GET /manifest.webmanifest 200 in 7ms (next.js: 3ms, application-code: 5ms)
✓ Compiled in 122ms
 GET /api/businesses?scope=public&limit=200 200 in 232ms (next.js: 164ms, application-code: 68ms)
 GET / 200 in 880ms (next.js: 293ms, application-code: 587ms)
 GET / 200 in 462ms (next.js: 179ms, application-code: 283ms)
 GET / 200 in 315ms (next.js: 68ms, application-code: 247ms)
 GET / 200 in 314ms (next.js: 137ms, application-code: 177ms)
 GET / 200 in 320ms (next.js: 12ms, application-code: 308ms)
 GET / 200 in 141ms (next.js: 6ms, application-code: 135ms)
 GET / 200 in 234ms (next.js: 8ms, application-code: 226ms)
 GET / 200 in 189ms (next.js: 6ms, application-code: 183ms)
 GET / 200 in 211ms (next.js: 8ms, application-code: 204ms)
 GET / 200 in 212ms (next.js: 39ms, application-code: 173ms)
 GET / 200 in 211ms (next.js: 64ms, application-code: 148ms)
 GET / 200 in 116ms (next.js: 11ms, application-code: 105ms)
 GET / 200 in 228ms (next.js: 2ms, application-code: 226ms)
 GET / 200 in 200ms (next.js: 6ms, application-code: 194ms)
 GET / 200 in 182ms (next.js: 4ms, application-code: 178ms)
 GET / 200 in 183ms (next.js: 34ms, application-code: 149ms)
 GET / 200 in 223ms (next.js: 65ms, application-code: 158ms)
 GET / 200 in 122ms (next.js: 14ms, application-code: 108ms)
 GET / 200 in 147ms (next.js: 4ms, application-code: 144ms)
 GET / 200 in 124ms (next.js: 8ms, application-code: 116ms)
 GET / 200 in 77ms (next.js: 3ms, application-code: 74ms)
 GET / 200 in 77ms (next.js: 36ms, application-code: 41ms)
 GET /manifest.webmanifest 200 in 37ms (next.js: 31ms, application-code: 6ms)
 GET /explore?city=tunis 200 in 177ms (next.js: 130ms, application-code: 48ms)
 GET /manifest.webmanifest 200 in 12ms (next.js: 4ms, application-code: 8ms)
 GET /business/atlas-barber-club 200 in 169ms (next.js: 124ms, application-code: 45ms)
 GET /manifest.webmanifest 200 in 10ms (next.js: 3ms, application-code: 7ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 284ms (next.js: 208ms, application-code: 76ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 289ms (next.js: 223ms, application-code: 67ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 308ms (next.js: 234ms, application-code: 73ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 89ms (next.js: 24ms, application-code: 65ms)
 GET /business/atlas-barber-club 200 in 541ms (next.js: 195ms, application-code: 346ms)
 GET /business/atlas-barber-club 200 in 196ms (next.js: 8ms, application-code: 188ms)
 GET /business/atlas-barber-club 200 in 88ms (next.js: 7ms, application-code: 81ms)
 GET /manifest.webmanifest 200 in 108ms (next.js: 90ms, application-code: 18ms)
 GET /login 200 in 261ms (next.js: 176ms, application-code: 85ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 3ms, application-code: 8ms)
 GET /reset-password?identifier=ahmedbenabdallah092%40gmail.com 200 in 1178ms (next.js: 1100ms, application-code: 78ms)
 GET /manifest.webmanifest 200 in 13ms (next.js: 4ms, application-code: 9ms)
 GET /login 200 in 31ms (next.js: 2ms, application-code: 29ms)
 GET /manifest.webmanifest 200 in 14ms (next.js: 4ms, application-code: 10ms)
 GET /login 200 in 236ms (next.js: 2ms, application-code: 233ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 3ms, application-code: 8ms)
 GET /api/businesses?scope=public&limit=200 200 in 290ms (next.js: 242ms, application-code: 48ms)
[verification-preview:sms] login -> *******8806: 302158
 POST /api/auth/login 200 in 187ms (next.js: 131ms, application-code: 56ms)
 POST /api/auth/login/verify 200 in 186ms (next.js: 166ms, application-code: 20ms)
 GET /api/businesses?scope=public&limit=200 200 in 662ms (next.js: 6ms, application-code: 655ms)
 GET /api/businesses?scope=owner 200 in 673ms (next.js: 12ms, application-code: 660ms)
 GET /api/bookings 200 in 696ms (next.js: 199ms, application-code: 497ms)
 GET /api/waitlist 200 in 703ms (next.js: 424ms, application-code: 279ms)
 GET /api/activity 200 in 762ms (next.js: 622ms, application-code: 140ms)
 GET /dashboard 200 in 1023ms (next.js: 177ms, application-code: 847ms)
 GET /dashboard 200 in 103ms (next.js: 29ms, application-code: 74ms)
 GET /manifest.webmanifest 200 in 20ms (next.js: 6ms, application-code: 14ms)
 GET / 200 in 47ms (next.js: 14ms, application-code: 33ms)
 GET /manifest.webmanifest 200 in 10ms (next.js: 5ms, application-code: 5ms)
 GET /explore 200 in 36ms (next.js: 10ms, application-code: 26ms)
 GET /manifest.webmanifest 200 in 8ms (next.js: 3ms, application-code: 5ms)
 GET /business/hayat-hammam-spa 200 in 30ms (next.js: 8ms, application-code: 22ms)
 GET /manifest.webmanifest 200 in 21ms (next.js: 6ms, application-code: 14ms)
 GET /api/availability?businessId=seed-biz-hammam&serviceId=seed-svc-hammam-1&type=slots&date=2026-04-25 200 in 154ms (next.js: 84ms, application-code: 70ms)
 GET /api/availability?businessId=seed-biz-hammam&serviceId=seed-svc-hammam-1&type=next 200 in 159ms (next.js: 92ms, application-code: 66ms)
 GET /api/availability?businessId=seed-biz-hammam&serviceId=seed-svc-hammam-1&type=slots&date=2026-04-25 200 in 145ms (next.js: 82ms, application-code: 63ms)
 GET /api/availability?businessId=seed-biz-hammam&serviceId=seed-svc-hammam-1&type=next 200 in 149ms (next.js: 97ms, application-code: 52ms)
 GET /explore 200 in 22ms (next.js: 2ms, application-code: 19ms)
 GET /manifest.webmanifest 200 in 8ms (next.js: 2ms, application-code: 6ms)
 GET /business/atlas-barber-club 200 in 38ms (next.js: 10ms, application-code: 28ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 66ms (next.js: 7ms, application-code: 59ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 71ms (next.js: 16ms, application-code: 54ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 75ms (next.js: 32ms, application-code: 43ms)
 GET /manifest.webmanifest 200 in 19ms (next.js: 12ms, application-code: 7ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 63ms (next.js: 20ms, application-code: 43ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-2&type=slots&date=2026-04-25 200 in 36ms (next.js: 4ms, application-code: 32ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-2&type=next 200 in 41ms (next.js: 13ms, application-code: 28ms)
 GET /book/atlas-barber-club?service=seed-svc-atlas-2 200 in 177ms (next.js: 120ms, application-code: 57ms)
 GET /manifest.webmanifest 200 in 10ms (next.js: 4ms, application-code: 6ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-2&type=slots&date=2026-04-25 200 in 34ms (next.js: 4ms, application-code: 30ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-2&type=slots&date=2026-04-25 200 in 37ms (next.js: 12ms, application-code: 25ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-3&type=slots&date=2026-04-25 200 in 12ms (next.js: 1820µs, application-code: 10ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-3&type=slots&date=2026-04-26 200 in 12ms (next.js: 3ms, application-code: 9ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-3&type=slots&date=2026-04-25 200 in 15ms (next.js: 3ms, application-code: 12ms)
 POST /api/bookings 201 in 45ms (next.js: 4ms, application-code: 42ms)
 GET /api/businesses?scope=public&limit=200 200 in 61ms (next.js: 7ms, application-code: 54ms)
 GET /api/businesses?scope=owner 200 in 67ms (next.js: 11ms, application-code: 56ms)
 GET /api/bookings 200 in 72ms (next.js: 18ms, application-code: 54ms)
 GET /api/waitlist 200 in 68ms (next.js: 22ms, application-code: 46ms)
 GET /api/activity 200 in 51ms (next.js: 19ms, application-code: 33ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-3&type=slots&date=2026-04-25 200 in 18ms (next.js: 4ms, application-code: 14ms)
 GET /manage-booking/JI09HM0 200 in 185ms (next.js: 130ms, application-code: 55ms)
 GET /manifest.webmanifest 200 in 9ms (next.js: 3ms, application-code: 5ms)
[verification-preview:sms] booking_access -> ****8806: 364895
 POST /api/bookings/reference/JI09HM0/challenge 200 in 160ms (next.js: 147ms, application-code: 13ms)
 POST /api/bookings/reference/JI09HM0/verify 200 in 159ms (next.js: 145ms, application-code: 13ms)
 GET /api/bookings/reference/JI09HM0?token=eyJyZWZlcmVuY2VDb2RlIjoiSkkwOUhNMCIsImN1c3RvbWVyUGhvbmUiOiI0MjE4ODgwNiIsImV4cGlyZXNBdCI6IjIwMjYtMDQtMjVUMTY6MzI6NTAuNTQ2WiJ9.Hdj6bn2S4y8BxcWvlZnUArDJOyushwSdaB4-6GYxYZo 200 in 312ms (next.js: 291ms, application-code: 20ms)
 GET /api/businesses?id=seed-biz-atlas 200 in 30ms (next.js: 3ms, application-code: 26ms)
 PATCH /api/bookings/reference/JI09HM0?token=eyJyZWZlcmVuY2VDb2RlIjoiSkkwOUhNMCIsImN1c3RvbWVyUGhvbmUiOiI0MjE4ODgwNiIsImV4cGlyZXNBdCI6IjIwMjYtMDQtMjVUMTY6MzI6NTAuNTQ2WiJ9.Hdj6bn2S4y8BxcWvlZnUArDJOyushwSdaB4-6GYxYZo 200 in 39ms (next.js: 11ms, application-code: 28ms)
 POST /api/auth/logout 200 in 58ms (next.js: 49ms, application-code: 9ms)
 GET /api/businesses?scope=public&limit=200 200 in 73ms (next.js: 53ms, application-code: 20ms)
 GET / 200 in 113ms (next.js: 2ms, application-code: 110ms)
 GET / 200 in 79ms (next.js: 7ms, application-code: 72ms)
 GET /manifest.webmanifest 200 in 12ms (next.js: 4ms, application-code: 8ms)
